10. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И УРОВНЮ ОБРАЗОВАНИЯ												
												
												
	Численность населения соответ-ствующей националь-ности	в том числе имеют образование								Не имеют начального общего образования	из них негра-мотные	Не указавшие уровень образования
		профессиональное					общее					
		послевузов-ское	высшее	неполное высшее	среднее	начальное	среднее (полное)	основное	начальное			
												
Все население в возрасте 15 лет и более												
60-64	1662.0	27.0	484.0	17.0	338.0	150.0	210.0	202.0	221.0	13.0	8.0	-
65-69	1415.0	5.0	213.0	9.0	195.0	106.0	151.0	207.0	487.0	42.0	22.0	-
70 и более	2584.0	6.0	209.0	9.0	187.0	127.0	165.0	354.0	1376.0	151.0	83.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Карелы	35481.0	48.0	3000.0	533.0	8059.0	9594.0	4718.0	5266.0	4031.0	209.0	124.0	23.0
в том числе в возрасте, лет:												
15-17	1603.0	-	-	-	6.0	28.0	231.0	1125.0	205.0	6.0	6.0	2.0
18-19	887.0	-	-	13.0	102.0	165.0	367.0	208.0	25.0	7.0	5.0	-
20-24	2757.0	-	177.0	162.0	653.0	666.0	511.0	485.0	88.0	15.0	12.0	-
25-29	2728.0	6.0	266.0	76.0	699.0	692.0	479.0	444.0	55.0	9.0	8.0	2.0
30-34	2300.0	5.0	245.0	51.0	704.0	706.0	358.0	199.0	25.0	6.0	6.0	1.0
35-39	3170.0	2.0	269.0	48.0	983.0	1103.0	536.0	191.0	30.0	5.0	5.0	3.0
40-44	4637.0	5.0	385.0	49.0	1382.0	1692.0	767.0	287.0	53.0	14.0	14.0	3.0
45-49	4676.0	5.0	447.0	37.0	1249.0	1843.0	588.0	387.0	104.0	14.0	10.0	2.0
50-54	3792.0	9.0	419.0	38.0	1008.0	1291.0	444.0	437.0	136.0	7.0	5.0	3.0
55-59	1437.0	3.0	222.0	15.0	317.0	394.0	132.0	206.0	139.0	7.0	4.0	2.0
60-64	1896.0	6.0	210.0	14.0	334.0	379.0	107.0	382.0	454.0	9.0	3.0	1.0
65-69	2144.0	3.0	172.0	11.0	290.0	318.0	100.0	366.0	851.0	33.0	15.0	-
70 и более	3454.0	4.0	188.0	19.0	332.0	317.0	98.0	549.0	1866.0	77.0	31.0	4.0
Возраст не указан	3.0	-	-	-	1.0	-	1.0	-	1.0	-	-	-
Хакасы	27062.0	67.0	3088.0	628.0	5395.0	4316.0	5987.0	5143.0	2173.0	262.0	158.0	3.0
в том числе в возрасте, лет:												
15-17	2582.0	-	-	-	9.0	25.0	365.0	1764.0	402.0	17.0	16.0	-
18-19	1447.0	-	-	37.0	131.0	167.0	685.0	370.0	45.0	11.0	9.0	1.0
20-24	3259.0	6.0	226.0	226.0	612.0	538.0	925.0	617.0	90.0	19.0	14.0	-
25-29	2824.0	9.0	301.0	75.0	605.0	479.0	815.0	469.0	60.0	11.0	7.0	-
30-34	2450.0	7.0	287.0	62.0	680.0	471.0	598.0	294.0	38.0	13.0	9.0	-
35-39	2812.0	7.0	425.0	56.0	754.0	576.0	740.0	219.0	19.0	16.0	14.0	-
40-44	3269.0	9.0	468.0	50.0	885.0	698.0	822.0	274.0	48.0	15.0	10.0	-
45-49	2665.0	11.0	420.0	50.0	676.0	582.0	508.0	324.0	80.0	13.0	7.0	1.0
50-54	1955.0	8.0	358.0	26.0	487.0	376.0	294.0	304.0	95.0	7.0	5.0	-
55-59	731.0	4.0	144.0	18.0	154.0	139.0	80.0	102.0	84.0	5.0	2.0	1.0
60-64	1156.0	2.0	215.0	13.0	202.0	145.0	79.0	166.0	321.0	13.0	11.0	-
65-69	847.0	2.0	125.0	9.0	107.0	78.0	42.0	117.0	339.0	28.0	13.0	-
70 и более	1065.0	2.0	119.0	6.0	93.0	42.0	34.0	123.0	552.0	94.0	41.0	-
Возраст не указан	2.0	-	1.0	-	-	-	-	-	-	-	-	1.0
Алтайцы	22870.0	31.0	1822.0	473.0	4025.0	3918.0	5515.0	4803.0	2042.0	237.0	143.0	4.0
в том числе в возрасте, лет:												
15-17	2401.0	-	-	-	9.0	29.0	381.0	1578.0	378.0	26.0	20.0	-
18-19	1404.0	-	-	29.0	110.0	126.0	703.0	365.0	63.0	7.0	4.0	1.0
20-24	2978.0	2.0	142.0	221.0	473.0	390.0	1011.0	603.0	122.0	13.0	10.0	1.0
25-29	2458.0	3.0	233.0	57.0	384.0	427.0	745.0	516.0	83.0	10.0	8.0	-
30-34	2141.0	3.0	157.0	44.0	486.0	483.0	673.0	257.0	29.0	9.0	7.0	-
35-39	2423.0	4.0	206.0	35.0	655.0	538.0	639.0	284.0	53.0	8.0	3.0	1.0
40-44	2824.0	5.0	271.0	27.0	709.0	663.0	684.0	376.0	79.0	10.0	9.0	-
45-49	2198.0	5.0	250.0	21.0	507.0	601.0	389.0	331.0	80.0	14.0	10.0	-
50-54	1338.0	2.0	219.0	21.0	318.0	334.0	172.0	195.0	72.0	5.0	4.0	-
55-59	496.0	2.0	86.0	6.0	121.0	87.0	48.0	67.0	76.0	3.0	2.0	-
60-64	714.0	-	123.0	4.0	97.0	136.0	36.0	103.0	199.0	16.0	10.0	-
65-69	653.0	3.0	82.0	2.0	73.0	68.0	14.0	64.0	310.0	36.0	15.0	1.0
70 и более	842.0	2.0	53.0	6.0	83.0	36.0	20.0	64.0	498.0	80.0	41.0	-
Возраст не указан	3.0	-	-	-	2.0	-	1.0	-	-	-	-	-
Черкесы	22964.0	103.0	3709.0	934.0	5473.0	2983.0	5991.0	2511.0	1145.0	109.0	87.0	6.0
в том числе в возрасте, лет:												
15-17	1814.0	-	-	1.0	22.0	24.0	517.0	1140.0	110.0	-	-	-
18-19	1339.0	-	-	141.0	152.0	88.0	843.0	108.0	5.0	2.0	2.0	-
20-24	2687.0	6.0	420.0	438.0	530.0	294.0	869.0	118.0	8.0	4.0	4.0	-
25-29	2314.0	14.0	543.0	107.0	565.0	319.0	634.0	113.0	12.0	7.0	7.0	-
30-34	2283.0	11.0	410.0	70.0	710.0	411.0	544.0	113.0	11.0	2.0	2.0	1.0
35-39	2365.0	5.0	384.0	61.0	786.0	406.0	619.0	77.0	16.0	10.0	10.0	1.0
40-44	2685.0	14.0	458.0	35.0	904.0	476.0	678.0	97.0	17.0	4.0	4.0	2.0
45-49	2046.0	13.0	403.0	29.0	635.0	336.0	496.0	106.0	24.0	4.0	4.0	-
50-54	1433.0	10.0	373.0	26.0	429.0	221.0	276.0	66.0	26.0	5.0	4.0	1.0
55-59	717.0	8.0	193.0	6.0	205.0	96.0	127.0	60.0	22.0	-	-	-
60-64	1268.0	9.0	255.0	7.0	278.0	161.0	191.0	188.0	175.0	3.0	2.0	1.0
65-69	963.0	5.0	152.0	8.0	141.0	92.0	115.0	156.0	284.0	10.0	8.0	-
70 и более	1050.0	8.0	118.0	5.0	116.0	59.0	82.0	169.0	435.0	58.0	40.0	-
Возраст не указан	3.0	-	1.0	-	1.0	-	-	-	-	-	-	1.0
Ненцы	11859.0	8.0	213.0	99.0	1092.0	754.0	1972.0	4429.0	2584.0	684.0	597.0	24.0
в том числе в возрасте, лет:												
15-17	1508.0	-	-	-	4.0	10.0	52.0	809.0	587.0	44.0	32.0	2.0
18-19	798.0	-	-	3.0	25.0	38.0	178.0	312.0	216.0	26.0	19.0	-
20-24	1687.0	1.0	20.0	33.0	130.0	91.0	252.0	724.0	396.0	38.0	25.0	2.0
25-29	1337.0	-	20.0	10.0	103.0	74.0	215.0	676.0	215.0	23.0	21.0	1.0
30-34	1270.0	-	32.0	13.0	153.0	121.0	328.0	490.0	100.0	32.0	23.0	1.0
35-39	1320.0	1.0	24.0	14.0	213.0	127.0	376.0	431.0	110.0	23.0	18.0	1.0
40-44	1235.0	2.0	37.0	10.0	161.0	110.0	334.0	410.0	140.0	30.0	25.0	1.0
45-49	863.0	1.0	36.0	4.0	122.0	90.0	139.0	285.0	167.0	18.0	14.0	1.0
50-54	607.0	1.0	19.0	5.0	96.0	56.0	60.0	170.0	171.0	28.0	26.0	1.0
55-59	325.0	-	11.0	4.0	33.0	22.0	24.0	50.0	133.0	47.0	42.0	1.0
60-64	311.0	1.0	3.0	2.0	32.0	10.0	8.0	39.0	137.0	75.0	74.0	4.0
65-69	232.0	1.0	8.0	1.0	7.0	1.0	3.0	15.0	110.0	85.0	74.0	1.0
70 и более	366.0	-	3.0	-	13.0	4.0	3.0	18.0	102.0	215.0	204.0	8.0
Возраст не указан	21.0	-	1.0	-	-	-	4.0	9.0	2.0	3.0	3.0	2.0
Эвенки	11500.0	7.0	643.0	205.0	1656.0	1229.0	3098.0	3339.0	1164.0	151.0	93.0	8.0
в том числе в возрасте, лет:												
15-17	1382.0	-	-	-	6.0	13.0	190.0	914.0	247.0	11.0	6.0	1.0
18-19	740.0	-	-	20.0	39.0	51.0	347.0	207.0	65.0	11.0	10.0	-
20-24	1522.0	-	39.0	54.0	201.0	159.0	488.0	431.0	122.0	26.0	13.0	2.0
25-29	1342.0	1.0	83.0	34.0	184.0	172.0	400.0	397.0	61.0	8.0	6.0	2.0
30-34	1242.0	-	65.0	20.0	241.0	194.0	409.0	273.0	31.0	9.0	8.0	-
35-39	1292.0	3.0	101.0	23.0	296.0	191.0	425.0	211.0	35.0	7.0	5.0	-
40-44	1213.0	-	98.0	20.0	242.0	164.0	391.0	250.0	44.0	3.0	2.0	1.0
45-49	905.0	-	61.0	10.0	170.0	126.0	227.0	237.0	72.0	2.0	1.0	-
50-54	585.0	1.0	56.0	8.0	108.0	75.0	121.0	168.0	43.0	5.0	1.0	-
55-59	354.0	-	43.0	6.0	70.0	36.0	54.0	82.0	55.0	8.0	5.0	-
60-64	355.0	1.0	44.0	7.0	44.0	23.0	29.0	87.0	105.0	14.0	8.0	1.0
65-69	279.0	-	34.0	2.0	32.0	16.0	10.0	39.0	126.0	20.0	12.0	-
70 и более	289.0	1.0	19.0	1.0	23.0	9.0	7.0	43.0	158.0	27.0	16.0	1.0
Возраст не указан	4.0	-	-	-	-	1.0	-	-	-	-	-	3.0
Ханты	8534.0	11.0	343.0	115.0	1423.0	915.0	1548.0	2647.0	1288.0	220.0	150.0	24.0
в том числе в возрасте, лет:												
15-17	1081.0	-	-	-	4.0	10.0	118.0	664.0	268.0	12.0	8.0	5.0
18-19	565.0	-	-	15.0	50.0	36.0	185.0	205.0	66.0	6.0	4.0	2.0
20-24	1207.0	2.0	28.0	34.0	146.0	114.0	279.0	414.0	173.0	14.0	10.0	3.0
25-29	1002.0	-	61.0	11.0	153.0	97.0	176.0	357.0	126.0	18.0	11.0	3.0
30-34	914.0	1.0	35.0	12.0	176.0	128.0	192.0	278.0	74.0	16.0	7.0	2.0
35-39	1037.0	-	52.0	11.0	287.0	150.0	221.0	223.0	72.0	20.0	11.0	1.0
40-44	927.0	-	38.0	11.0	232.0	156.0	211.0	200.0	65.0	10.0	7.0	4.0
45-49	669.0	1.0	39.0	6.0	171.0	113.0	94.0	151.0	88.0	5.0	1.0	1.0
50-54	388.0	1.0	25.0	3.0	92.0	65.0	45.0	82.0	62.0	12.0	6.0	1.0
55-59	207.0	1.0	20.0	2.0	37.0	26.0	13.0	29.0	64.0	15.0	11.0	-
60-64	230.0	4.0	26.0	4.0	39.0	9.0	10.0	28.0	87.0	22.0	17.0	1.0
65-69	145.0	1.0	12.0	3.0	21.0	10.0	2.0	7.0	64.0	25.0	20.0	-
70 и более	162.0	-	7.0	3.0	15.0	1.0	2.0	9.0	79.0	45.0	37.0	1.0
Возраст не указан	14.0	-	-	-	-	-	-	2.0	1.0	-	-	11.0
Чукчи	5035.0	6.0	163.0	63.0	568.0	644.0	1217.0	1738.0	493.0	119.0	82.0	24.0
в том числе в возрасте, лет:												
15-17	629.0	-	-	-	3.0	13.0	43.0	412.0	142.0	7.0	4.0	9.0
18-19	338.0	-	-	5.0	13.0	44.0	115.0	127.0	28.0	5.0	3.0	1.0
20-24	669.0	1.0	12.0	13.0	52.0	99.0	144.0	276.0	63.0	9.0	4.0	-
25-29	579.0	-	11.0	8.0	55.0	71.0	111.0	287.0	21.0	12.0	8.0	3.0
30-34	554.0	1.0	19.0	6.0	79.0	106.0	158.0	157.0	18.0	7.0	5.0	3.0
35-39	645.0	1.0	29.0	12.0	121.0	103.0	228.0	135.0	11.0	5.0	4.0	-
40-44	610.0	-	26.0	9.0	100.0	100.0	243.0	108.0	13.0	7.0	7.0	4.0
45-49	362.0	-	17.0	3.0	59.0	51.0	102.0	105.0	23.0	2.0	1.0	-
50-54	225.0	-	22.0	5.0	28.0	35.0	43.0	65.0	24.0	3.0	3.0	-
55-59	133.0	1.0	13.0	2.0	20.0	11.0	16.0	31.0	33.0	5.0	3.0	1.0
60-64	136.0	1.0	10.0	-	23.0	6.0	9.0	21.0	51.0	15.0	8.0	-
65-69	93.0	-	2.0	-	9.0	4.0	5.0	11.0	41.0	20.0	15.0	1.0
70 и более	62.0	1.0	2.0	-	6.0	1.0	-	3.0	25.0	22.0	17.0	2.0
Возраст не указан	2.0	-	1.0	-	-	-	-	-	-	-	-	1.0
Манси	3391.0	8.0	186.0	56.0	628.0	461.0	705.0	982.0	329.0	31.0	23.0	5.0
в том числе в возрасте, лет:												
15-17	464.0	-	-	-	1.0	12.0	74.0	303.0	68.0	4.0	1.0	2.0
18-19	218.0	-	-	8.0	13.0	19.0	100.0	67.0	11.0	-	-	-
20-24	460.0	-	24.0	20.0	76.0	47.0	127.0	133.0	29.0	4.0	2.0	-
25-29	367.0	1.0	25.0	6.0	56.0	49.0	94.0	114.0	20.0	2.0	2.0	-
30-34	345.0	1.0	23.0	11.0	89.0	59.0	68.0	83.0	9.0	1.0	1.0	1.0
35-39	403.0	1.0	18.0	2.0	120.0	80.0	90.0	76.0	14.0	2.0	2.0	-
40-44	377.0	1.0	30.0	3.0	93.0	71.0	81.0	74.0	20.0	3.0	3.0	1.0
45-49	279.0	-	15.0	1.0	81.0	59.0	43.0	47.0	30.0	2.0	2.0	1.0
50-54	166.0	2.0	17.0	1.0	45.0	40.0	13.0	32.0	16.0	-	-	-
55-59	58.0	1.0	5.0	-	14.0	5.0	7.0	14.0	11.0	1.0	1.0	-
60-64	103.0	-	14.0	1.0	22.0	6.0	5.0	23.0	27.0	5.0	4.0	-
65-69	82.0	-	9.0	2.0	14.0	9.0	1.0	9.0	35.0	3.0	2.0	-
70 и более	69.0	1.0	6.0	1.0	4.0	5.0	2.0	7.0	39.0	4.0	3.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Коряки	2964.0	-	92.0	31.0	513.0	288.0	636.0	1013.0	345.0	38.0	27.0	8.0
в том числе в возрасте, лет:												
15-17	367.0	-	-	-	-	1.0	26.0	227.0	106.0	4.0	3.0	3.0
18-19	205.0	-	-	1.0	10.0	10.0	41.0	108.0	34.0	-	-	1.0
20-24	390.0	-	3.0	7.0	77.0	29.0	85.0	137.0	44.0	8.0	7.0	-
25-29	316.0	-	9.0	-	52.0	27.0	72.0	139.0	16.0	1.0	-	-
30-34	342.0	-	9.0	4.0	83.0	40.0	83.0	116.0	6.0	1.0	1.0	-
35-39	357.0	-	19.0	5.0	93.0	48.0	112.0	72.0	5.0	3.0	3.0	-
40-44	362.0	-	19.0	7.0	88.0	54.0	115.0	66.0	11.0	2.0	2.0	-
45-49	248.0	-	14.0	3.0	57.0	47.0	59.0	55.0	10.0	1.0	1.0	2.0
50-54	138.0	-	8.0	2.0	25.0	18.0	26.0	48.0	11.0	-	-	-
55-59	83.0	-	4.0	1.0	16.0	5.0	10.0	26.0	20.0	-	-	1.0
60-64	54.0	-	5.0	-	4.0	2.0	4.0	12.0	22.0	5.0	2.0	-
65-69	51.0	-	2.0	-	1.0	6.0	-	5.0	29.0	7.0	3.0	1.0
70 и более	51.0	-	-	1.0	7.0	1.0	3.0	2.0	31.0	6.0	5.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Долганы	2097.0	1.0	68.0	29.0	236.0	206.0	573.0	639.0	312.0	30.0	21.0	3.0
в том числе в возрасте, лет:												
15-17	261.0	-	-	-	-	1.0	21.0	161.0	74.0	3.0	2.0	1.0
18-19	129.0	-	-	3.0	4.0	4.0	45.0	49.0	21.0	3.0	3.0	-
20-24	296.0	-	7.0	5.0	19.0	29.0	69.0	117.0	50.0	-	-	-
25-29	254.0	-	6.0	6.0	13.0	16.0	91.0	100.0	20.0	2.0	1.0	-
30-34	236.0	1.0	4.0	5.0	29.0	24.0	111.0	52.0	10.0	-	-	-
35-39	238.0	-	11.0	2.0	51.0	39.0	82.0	40.0	12.0	-	-	1.0
40-44	205.0	-	12.0	3.0	33.0	33.0	72.0	45.0	6.0	1.0	1.0	-
45-49	165.0	-	9.0	2.0	36.0	28.0	53.0	29.0	8.0	-	-	-
50-54	84.0	-	2.0	1.0	15.0	18.0	15.0	20.0	12.0	1.0	1.0	-
55-59	81.0	-	5.0	1.0	15.0	10.0	8.0	16.0	24.0	2.0	2.0	-
60-64	63.0	-	8.0	1.0	11.0	2.0	3.0	5.0	30.0	3.0	2.0	-
65-69	58.0	-	2.0	-	8.0	-	3.0	4.0	30.0	10.0	5.0	1.0
70 и более	27.0	-	2.0	-	2.0	2.0	-	1.0	15.0	5.0	4.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Женщины в возрасте 15 лет и более												
Русские	53524974.0	141545.0	9051359.0	1686857.0	16022195.0	5437363.0	8546986.0	7144992.0	4715072.0	637978.0	315054.0	140627.0
в том числе в возрасте, лет:												
15-17	3019874.0	-	-	4821.0	30488.0	41575.0	722985.0	1978248.0	216232.0	9015.0	5316.0	16510.0
18-19	2071951.0	-	995.0	183172.0	288359.0	166983.0	1172629.0	235919.0	14497.0	4922.0	3504.0	4475.0
20-24	4614762.0	8384.0	653132.0	680539.0	1393338.0	543089.0	984603.0	302702.0	28049.0	10460.0	7630.0	10466.0
25-29	4279988.0	18870.0	1063143.0	197773.0	1531201.0	541001.0	629643.0	257775.0	20227.0	9419.0	6817.0	10936.0
30-34	3859698.0	15990.0	977638.0	130520.0	1615541.0	491009.0	464328.0	131322.0	14510.0	7773.0	5757.0	11067.0
35-39	3969378.0	14331.0	1027102.0	98264.0	1692379.0	507880.0	494141.0	103427.0	13360.0	7918.0	5865.0	10576.0
40-44	5069533.0	16767.0	1217233.0	95020.0	2127024.0	678537.0	746776.0	146590.0	19750.0	8770.0	6346.0	13066.0
45-49	4962783.0	15364.0	1095521.0	71833.0	2017252.0	679822.0	790046.0	238399.0	33417.0	8585.0	5928.0	12544.0
50-54	4512366.0	13146.0	925748.0	59209.0	1767309.0	547403.0	763226.0	359326.0	57394.0	8056.0	5395.0	11549.0
55-59	2494919.0	8993.0	562204.0	36789.0	832400.0	259230.0	392974.0	293981.0	95737.0	5522.0	3379.0	7089.0
60-64	3942131.0	10625.0	588389.0	36578.0	1042354.0	343190.0	565902.0	856178.0	471662.0	18722.0	9267.0	8531.0
65-69	3229079.0	7723.0	404020.0	25410.0	712655.0	239688.0	312306.0	722534.0	748590.0	49272.0	21884.0	6881.0
70 и более	7498512.0	11352.0	536234.0	66929.0	971895.0	397956.0	507427.0	1518591.0	2981647.0	489544.0	227966.0	16937.0
Возраст не указан	14655.0	39.0	1562.0	344.0	2181.0	544.0	1637.0	832.0	651.0	211.0	76.0	6654.0
Татары	2497078.0	4300.0	319468.0	69315.0	704318.0	287864.0	434502.0	372552.0	258061.0	44761.0	30564.0	1937.0
в том числе в возрасте, лет:												
15-17	149443.0	-	-	72.0	1612.0	1838.0	34872.0	101379.0	9149.0	312.0	225.0	209.0
18-19	93972.0	-	19.0	8499.0	13748.0	7705.0	54504.0	8872.0	376.0	196.0	148.0	53.0
20-24	196398.0	271.0	26610.0	29723.0	64062.0	26027.0	39361.0	9068.0	706.0	436.0	344.0	134.0
25-29	181679.0	694.0	40837.0	8313.0	68947.0	27709.0	25941.0	8089.0	634.0	396.0	330.0	119.0
30-34	183977.0	541.0	37358.0	4999.0	80310.0	29344.0	24773.0	5377.0	661.0	450.0	379.0	164.0
35-39	236742.0	545.0	43218.0	4506.0	103306.0	39330.0	38402.0	6011.0	743.0	512.0	442.0	169.0
40-44	293852.0	585.0	50527.0	3985.0	121361.0	48483.0	57159.0	9743.0	1169.0	623.0	508.0	217.0
45-49	248578.0	483.0	40572.0	2707.0	94730.0	40346.0	51086.0	15996.0	1983.0	499.0	401.0	176.0
50-54	186314.0	366.0	28583.0	1828.0	63447.0	25014.0	39279.0	23631.0	3573.0	439.0	337.0	154.0
55-59	95314.0	212.0	15093.0	1045.0	25569.0	10236.0	17029.0	19237.0	6467.0	349.0	244.0	77.0
60-64	170287.0	255.0	15187.0	1046.0	28400.0	12974.0	23071.0	55070.0	32634.0	1561.0	924.0	89.0
65-69	147562.0	141.0	9711.0	678.0	17326.0	8275.0	13171.0	43729.0	50146.0	4276.0	2661.0	109.0
70 и более	312960.0	207.0	11753.0	1914.0	21500.0	10583.0	15854.0	66350.0	149820.0	34712.0	23621.0	267.0
Возраст не указан	476.0	2.0	59.0	7.0	75.0	33.0	64.0	50.0	48.0	10.0	6.0	128.0
Украинцы	1452368.0	4149.0	255553.0	35051.0	473173.0	147799.0	215777.0	164378.0	134505.0	19187.0	8560.0	2796.0
в том числе в возрасте, лет:												
15-17	30163.0	-	-	48.0	328.0	375.0	7127.0	19765.0	2236.0	104.0	72.0	180.0
18-19	21478.0	-	12.0	1973.0	2816.0	1617.0	12340.0	2467.0	158.0	49.0	40.0	46.0
20-24	66625.0	133.0	9244.0	8745.0	18726.0	7411.0	16414.0	5174.0	458.0	141.0	97.0	179.0
25-29	92746.0	369.0	20183.0	4358.0	33603.0	11497.0	16389.0	5598.0	402.0	120.0	76.0	227.0
30-34	115488.0	482.0	26401.0	4010.0	51151.0	14256.0	14749.0	3643.0	370.0	151.0	98.0	275.0
35-39	132809.0	443.0	32002.0	3375.0	60497.0	16018.0	16744.0	2992.0	381.0	119.0	63.0	238.0
40-44	158850.0	501.0	36985.0	3137.0	69536.0	20360.0	23177.0	4175.0	515.0	161.0	94.0	303.0
45-49	144572.0	434.0	31093.0	2152.0	61433.0	19596.0	22810.0	5892.0	771.0	129.0	65.0	262.0
50-54	141834.0	415.0	28120.0	1923.0	57182.0	17225.0	24676.0	10320.0	1612.0	129.0	73.0	232.0
55-59	90928.0	342.0	18656.0	1239.0	29461.0	9376.0	15697.0	11937.0	3874.0	171.0	80.0	175.0
60-64	132556.0	406.0	21147.0	1200.0	35511.0	11525.0	19280.0	27505.0	15156.0	642.0	271.0	184.0
65-69	97718.0	260.0	13575.0	723.0	22200.0	7057.0	9674.0	19843.0	22270.0	1964.0	874.0	152.0
70 и более	226601.0	364.0	18135.0	2168.0	30729.0	11486.0	16700.0	45067.0	86302.0	15307.0	6657.0	343.0
Возраст не указан	287.0	-	36.0	5.0	80.0	30.0	51.0	21.0	17.0	2.0	-	45.0
Башкиры	711777.0	928.0	69780.0	16493.0	187140.0	115395.0	111236.0	111864.0	84048.0	14707.0	10422.0	186.0
в том числе в возрасте, лет:												
15-17	51210.0	-	-	5.0	552.0	738.0	9902.0	35673.0	4187.0	138.0	110.0	15.0
18-19	30073.0	-	-	1661.0	4340.0	3687.0	16098.0	4064.0	132.0	89.0	80.0	2.0
20-24	61823.0	62.0	6024.0	7375.0	20193.0	12036.0	11919.0	3772.0	274.0	157.0	139.0	11.0
25-29	55333.0	161.0	9898.0	2090.0	19978.0	12132.0	7678.0	2968.0	263.0	153.0	132.0	12.0
30-34	57956.0	124.0	8935.0	1356.0	24468.0	13635.0	7124.0	1933.0	213.0	148.0	123.0	20.0
35-39	74163.0	135.0	10239.0	1142.0	31205.0	18048.0	10807.0	2120.0	260.0	183.0	160.0	24.0
40-44	85144.0	146.0	11220.0	940.0	32838.0	20728.0	14969.0	3622.0	460.0	200.0	165.0	21.0
45-49	64668.0	81.0	8305.0	514.0	22186.0	15101.0	12099.0	5459.0	733.0	170.0	142.0	20.0
50-54	46257.0	78.0	6152.0	384.0	13853.0	8474.0	8377.0	7302.0	1463.0	149.0	111.0	25.0
55-59	22135.0	43.0	2815.0	227.0	5039.0	2938.0	3054.0	5549.0	2369.0	94.0	62.0	7.0
60-64	42827.0	51.0	2829.0	189.0	5431.0	3497.0	3965.0	14145.0	12160.0	551.0	288.0	9.0
65-69	39709.0	24.0	1618.0	134.0	3334.0	2112.0	2489.0	10949.0	17488.0	1553.0	982.0	8.0
70 и более	80479.0	23.0	1745.0	476.0	3723.0	2269.0	2755.0	14308.0	44046.0	11122.0	7928.0	12.0
Возраст не указан	108.0	-	15.0	4.0	21.0	9.0	8.0	9.0	15.0	1.0	1.0	26.0
Чуваши	752862.0	681.0	72010.0	15073.0	201090.0	107114.0	127284.0	121286.0	94299.0	13670.0	7693.0	355.0
в том числе в возрасте, лет:												
15-17	39788.0	-	-	5.0	277.0	469.0	9341.0	27075.0	2492.0	112.0	95.0	17.0
18-19	24430.0	-	3.0	1623.0	3615.0	2841.0	13810.0	2375.0	101.0	58.0	49.0	4.0
20-24	53020.0	55.0	6121.0	6817.0	16873.0	10025.0	10054.0	2682.0	219.0	154.0	133.0	20.0
25-29	55108.0	111.0	9804.0	1851.0	19875.0	11826.0	8366.0	2794.0	265.0	186.0	151.0	30.0
30-34	59550.0	106.0	9160.0	1111.0	25549.0	12666.0	8444.0	2087.0	228.0	164.0	144.0	35.0
35-39	75691.0	90.0	10991.0	1001.0	32406.0	15326.0	13182.0	2237.0	252.0	175.0	155.0	31.0
40-44	87336.0	105.0	11339.0	847.0	34438.0	17379.0	18670.0	3947.0	378.0	178.0	154.0	55.0
45-49	72220.0	68.0	8443.0	484.0	25746.0	14209.0	15772.0	6640.0	661.0	158.0	127.0	39.0
50-54	58645.0	45.0	5904.0	319.0	18219.0	9885.0	11792.0	10834.0	1503.0	113.0	83.0	31.0
55-59	29039.0	29.0	3057.0	170.0	6473.0	3822.0	4712.0	7943.0	2719.0	102.0	69.0	12.0
60-64	52153.0	31.0	2968.0	175.0	7187.0	3937.0	6299.0	18992.0	12149.0	392.0	203.0	23.0
65-69	48284.0	23.0	1831.0	149.0	4298.0	2203.0	3397.0	14633.0	20244.0	1487.0	730.0	19.0
70 и более	97598.0	18.0	2389.0	521.0	6134.0	2526.0	3445.0	19047.0	53088.0	10391.0	5600.0	39.0
Возраст не указан	76.0	-	5.0	3.0	15.0	9.0	12.0	7.0	5.0	2.0	1.0	18.0
Чеченцы	477715.0	927.0	26788.0	11685.0	53461.0	22478.0	178146.0	96106.0	49658.0	32072.0	25196.0	6394.0
в том числе в возрасте, лет:												
15-17	47211.0	-	-	29.0	462.0	416.0	8115.0	26196.0	8643.0	1505.0	171.0	1845.0
18-19	28984.0	-	5.0	1551.0	1538.0	784.0	15427.0	7047.0	1846.0	349.0	100.0	437.0
20-24	65706.0	85.0	2510.0	4126.0	6419.0	2993.0	32748.0	12821.0	2945.0	458.0	127.0	601.0
25-29	54329.0	164.0	4830.0	1967.0	7246.0	3136.0	26506.0	8323.0	1459.0	351.0	127.0	347.0
30-34	52086.0	191.0	5648.0	1367.0	8897.0	3708.0	24333.0	6048.0	1210.0	352.0	145.0	332.0
35-39	50555.0	167.0	4839.0	955.0	9111.0	3724.0	22900.0	6613.0	1548.0	393.0	171.0	305.0
40-44	50980.0	141.0	4151.0	829.0	8570.0	3591.0	21731.0	8599.0	2479.0	595.0	301.0	294.0
45-49	39353.0	99.0	2436.0	437.0	6088.0	2334.0	14437.0	8810.0	3823.0	679.0	378.0	210.0
50-54	24810.0	49.0	1452.0	240.0	3305.0	1115.0	7180.0	5808.0	4327.0	1154.0	699.0	180.0
